,Rxn_Name,index,SMILES,MW,IE,AMW,frac_sp3,heavy_atom,NH_OH,aromatic_heter,aromatic_ring,h_accept,h_donot,num_heteroatom,num_rotable,num_aliphatic,aliphatic_heter,aromatic_C,aliphatic_C,saturated_C,saturated_heter,saturated_ring,asphere,MaxPartialCharge,MinPartialCharge,numvalence,numradical,RadiusOfGyration,spherocity,Halide,Halide Ionic Radius,Halide Ionization Energy (eV),Halide Electron Affinity (eV),Halide Pearson Hardness (eV),Halide Mulliken Electronegativity (eV),Halide Pauling Electronegativity (Neutral Atom),Number of Electrons,Atomic Mass,Charge,index,Ion,Form 2D Perovskites?,Metal Ionization Energy (kJ/mol),Metal Electron Affinity (kJ/mol),Metal Pearson Hardness (eV),Metal Mulliken Electronegativity (eV; ionic),Metal Pauling Electronegativity (atomic),No.Electrons,Valence d electron count,Ionic Radius
82,Mn++ + Cl + NCCCCI,19,NCCCCI,137,8,7,1,6,2,0,0,1,1,2,3,0,0,0,0,0,0,0,0,-0.000425779,-0.330473046,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
83,Mn++ + Cl + NCCCCCI,19,NCCCCCI,137,8,7,1,7,2,0,0,1,1,2,4,0,0,0,0,0,0,0,0,-0.000471998,-0.3304735,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
84,Mn++ + Cl + NCCCCCCI,19,NCCCCCCI,137,8,7,1,8,2,0,0,1,1,2,5,0,0,0,0,0,0,0,0,-0.000472805,-0.330473504,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
85,Mn++ + Cl + NCCBr,19,NCCBr,137,8,7,1,4,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.015446319,-0.329641577,26,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
86,Mn++ + Cl + NCCSSCCN,19,NCCSSCCN,119,8,10,1,8,4,0,0,4,2,4,5,0,0,0,0,0,0,0,0,0.016012829,-0.329620494,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
87,Mn++ + Cl + NC1CC1,19,NC1CC1,137,8,7,1,4,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.003993211,-0.327709699,24,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
88,Mn++ + Cl + NC1CCC1,19,NC1CCC1,137,8,7,1,5,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.003879839,-0.327711737,30,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
89,Mn++ + Cl + NC1CCCC1,19,NC1CCCC1,137,8,7,1,6,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.00387786,-0.327711754,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
90,Mn++ + Cl + NC1CCCCC1,19,NC1CCCCC1,137,8,7,1,7,2,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.003877844,-0.327711754,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
91,Mn++ + Cl + NCC1CCCCC1,19,NCC1CCCCC1,137,8,7,1,8,2,0,0,1,1,1,1,1,0,0,1,1,0,1,0,-0.004886466,-0.330197391,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
92,Mn++ + Cl + C1CNCCN1,19,C1CNCCN1,0,0,0,1,6,2,0,0,2,2,2,0,1,1,0,0,0,1,1,0,0.007722976,-0.314205753,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
93,Mn++ + Cl + NCC1CCCNC1,19,NCC1CCCNC1,116,8,12,1,8,3,0,0,2,2,2,1,1,1,0,0,0,1,1,0,-0.000845177,-0.330148341,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
94,Mn++ + Cl + NCC1CCNCC1,19,NCC1CCNCC1,116,8,12,1,8,3,0,0,2,2,2,1,1,1,0,0,0,1,1,0,-0.004579407,-0.330195706,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
95,Mn++ + Cl + c1cc(-c2ccncc2)ccn1,19,c1cc(-c2ccncc2)ccn1,0,0,0,0,12,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0.027347468,-0.264691916,58,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
96,Mn++ + Cl + NCc1ccccc1,19,NCc1ccccc1,137,8,7,0.142857143,8,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.017760763,-0.326497507,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
97,Mn++ + Cl + NCCc1cccs1,19,NCCc1cccs1,120,8,9,0.333333333,8,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0.005772342,-0.330112696,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
98,Mn++ + Cl + NCCc1cnc[nH]1,19,NCCc1cnc[nH]1,107,8,7,0.4,8,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0.09212697,-0.348458364,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
99,Mn++ + Cl + NCc1cccs1,19,NCc1cccs1,120,8,9,0.2,7,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.027328423,-0.32582785,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
100,Mn++ + Cl + NCC1CCCCN1,19,NCC1CCCCN1,116,8,12,1,8,3,0,0,2,2,2,1,1,1,0,0,0,1,1,0,0.018976402,-0.328923182,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
101,Mn++ + Cl + CN(C)c1ccc(N)cc1,19,CN(C)c1ccc(N)cc1,137,8,7,0.25,10,2,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0.036200563,-0.398726784,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
102,Mn++ + Cl + Nc1cccc(N)c1,19,Nc1cccc(N)c1,137,8,7,0,8,4,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0.03341425,-0.398667249,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
103,Mn++ + Cl + NCc1ccc2ccccc2c1,19,NCc1ccc2ccccc2c1,137,8,7,0.090909091,12,2,0,2,1,1,1,1,0,0,2,0,0,0,0,0,0.0177832,-0.326497152,60,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
104,Mn++ + Cl + NCCc1ccc2ccccc2c1,19,NCCc1ccc2ccccc2c1,137,8,7,0.166666667,13,2,0,2,1,1,1,2,0,0,2,0,0,0,0,0,-0.00366944,-0.330142604,66,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
105,Mn++ + Cl + NCCOc1ccc2ccc3cccc4ccc1c2c34,19,NCCOc1ccc2ccc3cccc4ccc1c2c34,145,8,7,0.111111111,20,2,0,4,2,1,2,3,0,0,4,0,0,0,0,0,0.12674843,-0.491627502,98,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
106,Mn++ + Cl + NCCCOc1ccc2ccc3cccc4ccc1c2c34,19,NCCCOc1ccc2ccc3cccc4ccc1c2c34,145,8,7,0.157894737,21,2,0,4,2,1,2,4,0,0,4,0,0,0,0,0,0.126675597,-0.49289516,104,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
107,Mn++ + Cl + NCCCCOc1ccc2ccc3cccc4ccc1c2c34,19,NCCCCOc1ccc2ccc3cccc4ccc1c2c34,145,8,7,0.2,22,2,0,4,2,1,2,5,0,0,4,0,0,0,0,0,0.126674336,-0.492945367,110,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
108,Mn++ + Cl + NCCOc1ccc2cccc3c4cccc5cccc(c1c23)c54,19,NCCOc1ccc2cccc3c4cccc5cccc(c1c23)c54,145,8,7,0.090909091,24,2,0,5,2,1,2,3,0,0,5,0,0,0,0,0,0.127376096,-0.49160405,116,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
109,Mn++ + Cl + NCCSc1ccc(-c2cccs2)s1,19,NCCSc1ccc(-c2cccs2)s1,0,0,0,0.2,14,2,2,2,4,1,4,4,0,0,0,0,0,0,0,0,0.06054329,-0.329638618,74,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
110,Mn++ + Cl + NCc1ccc(F)cc1,19,NCc1ccc(F)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.122728862,-0.326497479,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
111,Mn++ + Cl + NCCCn1ccnc1,19,NCCCn1ccnc1,0,0,0,0.5,9,2,1,1,3,1,3,3,0,0,0,0,0,0,0,0,0.094540716,-0.337450293,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
112,Mn++ + Cl + NCc1ccc(Cl)cc1,19,NCc1ccc(Cl)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.040569979,-0.326497493,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
113,Mn++ + Cl + NCCc1ccccc1,19,NCCc1ccccc1,137,8,7,0.25,9,2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,-0.00366981,-0.330142607,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
114,Mn++ + Cl + NCCc1ccccc1F,19,NCCc1ccccc1F,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.125942328,-0.33014079,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
115,Mn++ + Cl + NCCc1cccc(F)c1,19,NCCc1cccc(F)c1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.122982828,-0.330142593,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
116,Mn++ + Cl + NCc1ccc(Br)cc1,19,NCc1ccc(Br)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.017762078,-0.326497496,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
117,Mn++ + Cl + NCc1ccc(I)cc1,19,NCc1ccc(I)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.017761995,-0.326497497,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
118,Mn++ + Cl + N=C(N)N,19,N=C(N)N,141,8,8,0,4,5,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0.182528002,-0.370333532,24,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
119,Mn++ + Cl + CNN,19,CNN,141,8,8,1,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,-0.001724682,-0.271721759,20,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
120,Mn++ + Cl + CCCCC(CC)CN,19,CCCCC(CC)CN,137,8,7,1,9,2,0,0,1,1,1,5,0,0,0,0,0,0,0,0,-0.004896613,-0.330197569,56,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
121,Mn++ + Cl + CCCCCC(C)[NH3+],19,CCCCCC(C)[NH3+],137,8,7,1,8,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0.081456692,-0.355360388,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
122,Mn++ + Cl + CCCC(C)[NH3+],19,CCCC(C)[NH3+],137,8,7,1,6,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0.081446431,-0.355360538,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
123,Mn++ + Cl + CCC(C)[NH3+],19,CCC(C)[NH3+],137,8,7,1,5,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.081189694,-0.355369192,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
124,Mn++ + Cl + c1c[nH]c(-c2ncc[nH]2)n1,19,c1c[nH]c(-c2ncc[nH]2)n1,0,0,0,0,10,2,2,2,2,2,4,1,0,0,0,0,0,0,0,0,0.173037782,-0.342038043,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
125,Mn++ + Cl + c1ccc2[nH]cnc2c1,19,c1ccc2[nH]cnc2c1,107,8,7,0,9,1,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0.093137062,-0.344596587,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
126,Mn++ + Cl + NCc1cccnc1,19,NCc1cccnc1,143,8,8,0.166666667,8,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.03122443,-0.326449146,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
127,Mn++ + Cl + CN(C)CCN,19,CN(C)CCN,137,8,7,1,6,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0.009849444,-0.329198963,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
128,Mn++ + Cl + CNCCCNC,19,CNCCCNC,0,0,0,1,7,2,0,0,2,2,2,4,0,0,0,0,0,0,0,0,-0.003982605,-0.319703372,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
129,Mn++ + Cl + CCC(CN)N(C)C,19,CCC(CN)N(C)C,137,8,7,1,8,2,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0.020920344,-0.328915623,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
130,Mn++ + Cl + NCCCC(=O)O,19,NCCCC(=O)O,142,8,8,0.75,7,3,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0.302889124,-0.481229794,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
131,Mn++ + Cl + NCCc1c[nH]cn1,19,NCCc1c[nH]cn1,107,8,7,0.4,8,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0.092256063,-0.35090408,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
132,Mn++ + Cl + NCCc1cccc(N)c1,19,NCCc1cccc(N)c1,137,8,7,0.25,10,4,0,1,2,2,2,2,0,0,1,0,0,0,0,0,0.031625371,-0.39872071,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
133,Mn++ + Cl + NCCC1=CCCCC1,19,NCCC1=CCCCC1,137,8,7,0.75,9,2,0,0,1,1,1,2,1,0,0,1,0,0,0,0,-0.003994597,-0.330154629,52,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
134,Mn++ + Cl + NCC(F)F,19,NCC(F)F,137,8,7,1,5,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0.250171256,-0.325486895,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
135,Mn++ + Cl + NCC(F)(F)F,19,NCC(F)(F)F,137,8,7,1,6,2,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0.400388257,-0.322752642,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
136,Mn++ + Cl + Cc1ccc(CCN)cc1,19,Cc1ccc(CCN)cc1,137,8,7,0.333333333,10,2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,-0.003669807,-0.330142607,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
137,Mn++ + Cl + NCCc1ccc(Br)cc1,19,NCCc1ccc(Br)cc1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.017495178,-0.330142607,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
138,Mn++ + Cl + NCCc1ccc(Cl)cc1,19,NCCc1ccc(Cl)cc1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.040568355,-0.330142607,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
139,Mn++ + Cl + NCCN1C=CC=CC1,19,NCCN1C=CC=CC1,137,8,7,0.428571429,9,2,0,0,2,1,2,2,1,1,0,0,0,0,0,0,0.035717252,-0.372409815,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
140,Mn++ + Cl + NC1CCC(F)(F)CC1,19,NC1CCC(F)(F)CC1,137,8,7,1,9,2,0,0,1,1,3,0,1,0,0,1,1,0,1,0,0.247823108,-0.327704134,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
141,Mn++ + Cl + NCCCCc1cc2cccc3ccc4cccc1c4c32,19,NCCCCc1cc2cccc3ccc4cccc1c4c32,137,8,7,0.2,21,2,0,4,1,1,1,4,0,0,4,0,0,0,0,0,-0.00240371,-0.33047331,104,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
142,Mn++ + Cl + CCCN,19,CCCN,137,8,7,1,4,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.007990569,-0.330483922,26,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
143,Mn++ + Cl + CC(N)c1ccc(Cl)cc1,19,CC(N)c1ccc(Cl)cc1,137,8,7,0.25,10,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.040570332,-0.324170879,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
144,Mn++ + Cl + Nc1cccnc1,19,Nc1cccnc1,143,8,8,0,7,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0.05000754,-0.397481955,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
145,Mn++ + Cl + NCCn1ccnc1,19,NCCn1ccnc1,0,0,0,0.4,8,2,1,1,3,1,3,2,0,0,0,0,0,0,0,0,0.094585015,-0.336228936,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
146,Mn++ + Cl + NCc1ccncc1,19,NCc1ccncc1,143,8,8,0.166666667,8,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.027052312,-0.326495697,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
147,Mn++ + Cl + NCCc1ccc(F)cc1,19,NCCc1ccc(F)cc1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.122727229,-0.330142607,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
148,Mn++ + Cl + CC(=N)N,19,CC(=N)N,141,8,8,0.5,4,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.087312521,-0.387897799,24,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
149,Mn++ + Cl + NCc1ccc(C(F)(F)F)cc1,19,NCc1ccc(C(F)(F)F)cc1,137,8,7,0.25,12,2,0,1,1,1,4,1,0,0,1,0,0,0,0,0,0.41590985,-0.326497504,66,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
150,Mn++ + Cl + CC(N)c1ccccc1,19,CC(N)c1ccccc1,137,8,7,0.25,9,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.026557074,-0.324170891,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
151,Mn++ + Cl + FC1CCCNCC1,19,FC1CCCNCC1,141,8,8,1,8,1,0,0,1,1,2,0,1,1,0,0,0,1,1,0,0.101372764,-0.316623242,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
152,Mn++ + Cl + CN(C)C(=N)N=C(N)N,19,CN(C)C(=N)N=C(N)N,141,8,8,0.5,9,5,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0.219974319,-0.369752301,52,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
153,Mn++ + Cl + CNCc1cccc(F)c1,19,CNCc1cccc(F)c1,141,8,8,0.25,10,1,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.123031106,-0.315693651,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
154,Mn++ + Cl + NC1CCOCC1,19,NC1CCOCC1,145,8,7,1,7,2,0,0,2,1,2,0,1,1,0,0,0,1,1,0,0.048031748,-0.381329203,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
155,Mn++ + Cl + NCc1ccccc1F,19,NCc1ccccc1F,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.127183342,-0.32640787,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
