,Rxn_Name,index,SMILES,MW,IE,AMW,frac_sp3,heavy_atom,NH_OH,aromatic_heter,aromatic_ring,h_accept,h_donot,num_heteroatom,num_rotable,num_aliphatic,aliphatic_heter,aromatic_C,aliphatic_C,saturated_C,saturated_heter,saturated_ring,asphere,MaxPartialCharge,MinPartialCharge,numvalence,numradical,RadiusOfGyration,spherocity,Halide,Halide Ionic Radius,Halide Ionization Energy (eV),Halide Electron Affinity (eV),Halide Pearson Hardness (eV),Halide Mulliken Electronegativity (eV),Halide Pauling Electronegativity (Neutral Atom),Number of Electrons,Atomic Mass,Charge,index,Ion,Form 2D Perovskites?,Metal Ionization Energy (kJ/mol),Metal Electron Affinity (kJ/mol),Metal Pearson Hardness (eV),Metal Mulliken Electronegativity (eV; ionic),Metal Pauling Electronegativity (atomic),No.Electrons,Valence d electron count,Ionic Radius
0,Mn++ + Cl + CSCCN,19,CSCCN,0,0,0,1,5,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0.00530488,-0.3296519,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
1,Mn++ + Cl + CSCCCN,19,CSCCCN,0,0,0,1,6,2,0,0,2,1,2,3,0,0,0,0,0,0,0,0,-0.005831005,-0.33044315,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
2,Mn++ + Cl + C1CSCCN1,19,C1CSCCN1,0,0,0,1,6,1,0,0,2,1,2,0,1,1,0,0,0,1,1,0,0.005853694,-0.315091403,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
3,Mn++ + Cl + NCC1CCSCC1,19,NCC1CCSCC1,144,8,8,1,8,2,0,0,2,1,2,1,1,1,0,0,0,1,1,0,-0.004827326,-0.330196361,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
4,Mn++ + Cl + COCCN,19,COCCN,0,0,0,1,5,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0.058444137,-0.383378494,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
5,Mn++ + Cl + COCCCN,19,COCCCN,145,8,7,1,6,2,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0.047378687,-0.384639875,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
6,Mn++ + Cl + C1COCCN1,19,C1COCCN1,0,0,0,1,6,1,0,0,2,1,2,0,1,1,0,0,0,1,1,0,0.059108072,-0.378812514,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
7,Mn++ + Cl + NCC1CCOCC1,19,NCC1CCOCC1,0,0,0,1,8,2,0,0,2,1,2,1,1,1,0,0,0,1,1,0,0.046866866,-0.381428973,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
8,Mn++ + Cl + NCCC1CCOCC1,19,NCCC1CCOCC1,0,0,0,1,9,2,0,0,2,1,2,2,1,1,0,0,0,1,1,0,0.046820152,-0.381430693,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
9,Mn++ + Cl + NCCS,19,NCCS,0,0,0,1,4,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0.002549065,-0.329661156,26,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
10,Mn++ + Cl + NCCO,19,NCCO,148,8,7,1,4,3,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0.055324581,-0.395062739,26,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
11,Mn++ + Cl + NCCCO,19,NCCCO,148,8,7,1,5,3,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0.044255012,-0.396326245,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
12,Mn++ + Cl + NCc1ccc(O)cc1,19,NCc1ccc(O)cc1,0,0,0,0.142857143,9,3,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0.115096489,-0.507966632,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
13,Mn++ + Cl + NCCc1ccc(O)cc1,19,NCCc1ccc(O)cc1,0,0,0,0.25,10,3,0,1,2,2,2,2,0,0,1,0,0,0,0,0,0.115094853,-0.507966645,54,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
14,Mn++ + Cl + NCC(N)=O,19,NCC(N)=O,107,8,7,0.5,5,4,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0.230657452,-0.368575138,30,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
15,Mn++ + Cl + NCCC(N)=O,19,NCCC(N)=O,107,8,7,0.666666667,6,4,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0.218186001,-0.369637772,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
16,Mn++ + Cl + CC(=O)CN,19,CC(=O)CN,137,8,8,0.666666667,5,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0.142830123,-0.324072609,30,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
17,Mn++ + Cl + COC(=O)CN,19,COC(=O)CN,0,0,0,0.666666667,6,2,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0.318916781,-0.468064074,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
18,Mn++ + Cl + COC(=O)CCN,19,COC(=O)CCN,0,0,0,0.75,7,2,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0.306287443,-0.468960315,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
19,Mn++ + Cl + COC(=O)CCCN,19,COC(=O)CCCN,0,0,0,0.8,8,2,0,0,3,1,3,3,0,0,0,0,0,0,0,0,0.305051407,-0.468994832,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
20,Mn++ + Cl + NCC(=O)O,19,NCC(=O)O,142,8,8,0.5,5,3,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0.316755978,-0.48029713,30,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
21,Mn++ + Cl + NCCC(=O)O,19,NCCC(=O)O,142,8,8,0.666666667,6,3,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0.304125216,-0.481195255,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
22,Mn++ + Cl + NCCCC(=O)O,19,NCCCC(=O)O,142,8,8,0.75,7,3,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0.302889124,-0.481229794,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
23,Mn++ + Cl + NCCCCC(=O)O,19,NCCCCC(=O)O,142,8,8,0.8,8,3,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0.302840409,-0.481230385,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
24,Mn++ + Cl + N#CCN,19,N#CCN,0,0,0,0.5,4,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.081543788,-0.318493669,22,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
25,Mn++ + Cl + N#CCCN,19,N#CCCN,139,8,8,0.666666667,5,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0.063452999,-0.329448048,28,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
26,Mn++ + Cl + N#CCCCCN,19,N#CCCCCN,0,0,0,0.8,7,2,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0.062125366,-0.330472919,40,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
27,Mn++ + Cl + NCc1ccncc1,19,NCc1ccncc1,143,8,8,0.166666667,8,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.027052312,-0.326495697,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
28,Mn++ + Cl + NCCc1ccncc1,19,NCCc1ccncc1,143,8,8,0.285714286,9,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0.027004306,-0.330142592,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
29,Mn++ + Cl + CN1CCC(=O)CC1,19,CN1CCC(=O)CC1,0,0,0,0.833333333,8,0,0,0,2,0,2,0,1,1,0,0,0,1,1,0,0.134960419,-0.305490321,46,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
30,Mn++ + Cl + NCc1ccco1,19,NCc1ccco1,0,0,0,0.2,7,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.116809598,-0.468010832,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
31,Mn++ + Cl + NCCc1c[nH]c2ccccc12,19,NCCc1c[nH]c2ccccc12,0,0,0,0.2,12,3,1,2,1,2,2,2,0,0,1,0,0,0,0,0,0.045629387,-0.360889229,62,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
32,Mn++ + Cl + NCCc1c[nH]cn1,19,NCCc1c[nH]cn1,107,8,7,0.4,8,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0.092256063,-0.35090408,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
33,Mn++ + Cl + NCCc1cccs1,19,NCCc1cccs1,120,8,9,0.333333333,8,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0.005772342,-0.330112696,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
34,Mn++ + Cl + CC(N)c1ccsc1,19,CC(N)c1ccsc1,120,8,9,0.333333333,8,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.027387327,-0.324146214,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
35,Mn++ + Cl + NCc1cccs1,19,NCc1cccs1,120,8,9,0.2,7,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.027328423,-0.32582785,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
36,Mn++ + Cl + CNCc1cc2ccccc2s1,19,CNCc1cc2ccccc2s1,0,0,0,0.2,12,1,1,2,2,1,2,2,0,0,1,0,0,0,0,0,0.034566338,-0.314875667,62,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
37,Mn++ + Cl + CNCc1ccncn1,19,CNCc1ccncn1,141,8,8,0.333333333,9,1,1,1,3,1,3,2,0,0,0,0,0,0,0,0,0.115151395,-0.314242976,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
38,Mn++ + Cl + Nc1ncco1,19,Nc1ncco1,0,0,0,0,6,2,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0.291241695,-0.432363734,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
39,Mn++ + Cl + Nc1nccs1,19,Nc1nccs1,149,7,6,0,6,2,1,1,3,1,3,0,0,0,0,0,0,0,0,0,0.179423373,-0.375118653,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
40,Mn++ + Cl + NCCS(=O)(=O)O,19,NCCS(=O)(=O)O,0,0,0,1,7,3,0,0,3,2,5,2,0,0,0,0,0,0,0,0,0.265602241,-0.329369341,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
41,Mn++ + Cl + NCCCS(=O)(=O)O,19,NCCCS(=O)(=O)O,0,0,0,1,8,3,0,0,3,2,5,3,0,0,0,0,0,0,0,0,0.26439683,-0.330438389,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
46,Mn++ + Cl + NCCOS(=O)(=O)O,19,NCCOS(=O)(=O)O,0,0,0,1,8,3,0,0,4,2,6,3,0,0,0,0,0,0,0,0,0.396895551,-0.328204698,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
48,Mn++ + Cl + COc1cc(CCN)ccc1O,19,COc1cc(CCN)ccc1O,0,0,0,0.333333333,12,3,0,1,3,2,3,3,0,0,1,0,0,0,0,0,0.160249674,-0.504254604,66,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
49,Mn++ + Cl + CS(=O)(=O)CCN,19,CS(=O)(=O)CCN,119,8,10,1,7,2,0,0,3,1,4,2,0,0,0,0,0,0,0,0,0.14819629,-0.329462518,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
50,Mn++ + Cl + O=S1(=O)CCNCC1,19,O=S1(=O)CCNCC1,0,0,0,1,8,1,0,0,3,1,4,0,1,1,0,0,0,1,1,0,0.152303726,-0.314712622,48,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
51,Mn++ + Cl + NCCOCCOCCN,19,NCCOCCOCCN,139,8,8,1,10,4,0,0,4,2,4,7,0,0,0,0,0,0,0,0,0.070061011,-0.377748374,62,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
52,Mn++ + Cl + NCCCc1ncc[nH]1,19,NCCCc1ncc[nH]1,107,8,7,0.5,9,3,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0.105544865,-0.348592188,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
53,Mn++ + Cl + C1=C[N+]=CC=N1,19,C1=C[N+]=CC=N1,0,0,0,0,6,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0.25989202,-0.251704481,29,1,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
54,Mn++ + Cl + NCCSSCCN,19,NCCSSCCN,119,8,10,1,8,4,0,0,4,2,4,5,0,0,0,0,0,0,0,0,0.016012829,-0.329620494,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
55,Mn++ + Cl + NC1CC[NH2+]C1,19,NC1CC[NH2+]C1,0,0,0,1,6,4,0,0,1,2,2,0,1,1,0,0,0,1,1,0,0.091098956,-0.34491278,36,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
56,Mn++ + Cl + CNCCN,19,CNCCN,141,8,8,1,5,3,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0.007144858,-0.329208305,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
57,Mn++ + Cl + CCCCN,19,CCCCN,137,8,7,1,5,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,-0.007737643,-0.330473681,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
58,Mn++ + Cl + CCCCCN,19,CCCCCN,137,8,7,1,6,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,-0.00772772,-0.330473505,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
59,Mn++ + Cl + CCCCCCN,19,CCCCCCN,137,8,7,1,7,2,0,0,1,1,1,4,0,0,0,0,0,0,0,0,-0.007727548,-0.330473504,44,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
60,Mn++ + Cl + CCCCCCCN,19,CCCCCCCN,137,8,7,1,8,2,0,0,1,1,1,5,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
61,Mn++ + Cl + CCCCCCCCN,19,CCCCCCCCN,137,8,7,1,9,2,0,0,1,1,1,6,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,56,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
62,Mn++ + Cl + CCCCCCCCCN,19,CCCCCCCCCN,137,8,7,1,10,2,0,0,1,1,1,7,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,62,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
63,Mn++ + Cl + CCCCCCCCCCN,19,CCCCCCCCCCN,137,8,7,1,11,2,0,0,1,1,1,8,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,68,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
64,Mn++ + Cl + NCCCCCCN,19,NCCCCCCN,137,8,7,1,8,4,0,0,2,2,2,5,0,0,0,0,0,0,0,0,-0.00772754,-0.330473504,50,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
65,Mn++ + Cl + NCCCCCCCCN,19,NCCCCCCCCN,137,8,7,1,10,4,0,0,2,2,2,7,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,62,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
66,Mn++ + Cl + NCCCCCCCCCCCCN,19,NCCCCCCCCCCCCN,137,8,7,1,14,4,0,0,2,2,2,11,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,86,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
67,Mn++ + Cl + NCCCCN,19,NCCCCN,137,8,7,1,6,4,0,0,2,2,2,3,0,0,0,0,0,0,0,0,-0.00768043,-0.330472669,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
68,Mn++ + Cl + NCCCCCCCCCCN,19,NCCCCCCCCCCN,137,8,7,1,12,4,0,0,2,2,2,9,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,74,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
69,Mn++ + Cl + Nc1cccc2c(N)cccc12,19,Nc1cccc2c(N)cccc12,137,8,7,0,12,4,0,2,2,2,2,0,0,0,2,0,0,0,0,0,0.039399104,-0.398224804,60,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
70,Mn++ + Cl + NCCCCCCCCCN,19,NCCCCCCCCCN,137,8,7,1,11,4,0,0,2,2,2,8,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,68,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
71,Mn++ + Cl + CNCCCN,19,CNCCCN,141,8,8,1,6,3,0,0,2,2,2,3,0,0,0,0,0,0,0,0,-0.003990251,-0.330424747,38,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
72,Mn++ + Cl + NCCOCCOCCN,19,NCCOCCOCCN,139,8,8,1,10,4,0,0,4,2,4,7,0,0,0,0,0,0,0,0,0.070061011,-0.377748374,62,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
73,Mn++ + Cl + N=C(N)SCCN,19,N=C(N)SCCN,0,0,0,0.666666667,7,5,0,0,3,3,4,2,0,0,0,0,0,0,0,0,0.150595107,-0.378715838,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
74,Mn++ + Cl + C#CCCN,19,C#CCCN,137,8,7,0.5,5,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.020917305,-0.329524715,28,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
75,Mn++ + Cl + NCCC(I)=CI,19,NCCC(I)=CI,137,8,7,0.5,7,2,0,0,1,1,3,2,0,0,0,0,0,0,0,0,-0.002095116,-0.33012603,42,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
76,Mn++ + Cl + NCCF,19,NCCF,137,8,7,1,4,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.101611346,-0.327998518,26,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
77,Mn++ + Cl + CC(C)CN,19,CC(C)CN,137,8,7,1,5,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.005413892,-0.330218338,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
78,Mn++ + Cl + NCCO,19,NCCO,148,8,7,1,4,3,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0.055324581,-0.395062739,26,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
79,Mn++ + Cl + NCCCO,19,NCCCO,148,8,7,1,5,3,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0.044255012,-0.396326245,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
80,Mn++ + Cl + NCCI,19,NCCI,137,8,7,1,4,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.011851655,-0.329710098,26,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
81,Mn++ + Cl + NCCCI,19,NCCCI,137,8,7,1,5,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0.000727019,-0.330445998,32,0,0,0,Cl,1.67,8.32,1.08,9.011586029,3.62,3.16,18,35.45,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
